# B (T), Viscosity (1e-5 Pa*s)
9.073289325390436755e-01,7.306746452627431443e-02
9.091692159072612966e-01,7.699295575913207845e-02
9.110094992754789178e-01,7.956962340394195532e-02
9.128497826436965390e-01,8.519692914056528621e-02
9.146900660119143822e-01,8.643041147906527222e-02
9.165303493801320034e-01,8.643041147906509181e-02
9.183706327483496246e-01,8.696411769274219050e-02
9.202109161165672457e-01,8.740164568290166580e-02
9.220511994847850890e-01,9.083397627433248411e-02
9.238914828530027101e-01,8.979005804087694664e-02
9.257317662212203313e-01,7.881404932345127679e-02
9.275720495894379525e-01,6.482901010282360321e-02
9.294123329576557957e-01,5.397989038806076667e-02
9.312526163258734169e-01,4.198589151092198962e-02
9.330928996940910380e-01,3.733615753068149357e-02
9.349331830623086592e-01,3.500880605227586762e-02
9.367734664305265024e-01,2.703349257391002985e-02
9.386137497987441236e-01,1.970371035501167559e-02
9.404540331669617448e-01,4.912868059157091474e-03
9.422943165351793660e-01,-1.879739076781846568e-02
9.441345999033972092e-01,-1.879739076781846568e-02
9.459748832716148303e-01,-1.879739076781846568e-02
9.478151666398324515e-01,-1.879739076781846568e-02
9.496554500080502947e-01,-1.879739076781846568e-02
9.514957333762679159e-01,-1.879739076781846568e-02
9.533360167444855371e-01,-1.879739076781846568e-02
9.551763001127031583e-01,-1.879739076781846568e-02
9.570165834809210015e-01,-1.879739076781846568e-02
9.588568668491386227e-01,-1.879739076781846568e-02
9.606971502173562438e-01,-1.879739076781846568e-02
9.625374335855738650e-01,-1.879739076781846568e-02
9.643777169537917082e-01,-1.879739076781846568e-02
9.662180003220093294e-01,-1.879739076781846568e-02
9.680582836902269506e-01,-1.879739076781846568e-02
9.698985670584445717e-01,-1.879739076781846568e-02
9.717388504266624150e-01,-1.879739076781846568e-02
9.735791337948800361e-01,-1.879739076781846568e-02
9.754194171630976573e-01,-1.879739076781846568e-02
9.772597005313152785e-01,-1.879739076781846568e-02
9.790999838995331217e-01,-1.879739076781846568e-02
9.809402672677507429e-01,-1.879739076781846568e-02
9.827805506359683640e-01,-1.879739076781846568e-02
9.846208340041859852e-01,-1.879739076781846568e-02
9.864611173724038284e-01,-1.879739076781846568e-02
9.883014007406214496e-01,-1.879739076781846568e-02
9.901416841088390708e-01,-1.879739076781846568e-02
9.919819674770566920e-01,-1.879739076781846568e-02
9.938222508452745352e-01,-1.879739076781846568e-02
9.956625342134921564e-01,-1.879739076781846568e-02
9.975028175817097775e-01,-1.879739076781846568e-02
9.993431009499273987e-01,-1.879739076781846568e-02
1.001183384318145242e+00,-1.879739076781846568e-02
1.003023667686362863e+00,-1.879739076781846568e-02
1.004863951054580484e+00,-1.879739076781846568e-02
1.006704234422798105e+00,-1.879739076781846568e-02
1.008544517791015949e+00,-1.879739076781846568e-02
1.010384801159233570e+00,-1.879739076781846568e-02
1.012225084527451191e+00,-1.879739076781846568e-02
1.014065367895669034e+00,-1.879739076781846568e-02
1.015905651263886655e+00,-1.879739076781846568e-02
1.017745934632104277e+00,-1.879739076781846568e-02
1.019586218000321898e+00,-1.879739076781846568e-02
1.021426501368539741e+00,-1.879739076781846568e-02
1.023266784736757362e+00,-1.879739076781846568e-02
1.025107068104974983e+00,-1.879739076781846568e-02
1.026947351473192604e+00,-1.879739076781846568e-02
1.028787634841410448e+00,-1.879739076781846568e-02
1.030627918209628069e+00,-1.879739076781846568e-02
1.032468201577845690e+00,-1.879739076781846568e-02
1.034308484946063311e+00,-3.335382412218773889e-03
1.036148768314281154e+00,1.995599844870212664e-02
1.037989051682498776e+00,4.460672064840578988e-02
1.039829335050716397e+00,7.118298476522906537e-02
1.041669618418934018e+00,9.069614725672074662e-02
