# B (T), A/A(0)
1.074794719046852309e+00,1.016067826177849742e+00
1.076635002415069930e+00,1.016618177263016509e+00
1.078475285783287774e+00,1.016754001689400555e+00
1.080315569151505395e+00,1.016973911146169973e+00
1.082155852519723016e+00,1.017532743641887505e+00
1.083996135887940859e+00,1.017383671210892349e+00
1.085836419256158480e+00,1.016828829410912016e+00
1.087676702624376102e+00,1.015966111504213343e+00
1.089516985992593723e+00,1.015014162318638835e+00
1.091357269360811566e+00,1.013865212949510264e+00
1.093197552729029187e+00,1.012785636302212966e+00
1.095037836097246808e+00,1.011560304983826208e+00
1.096878119465464430e+00,1.010397088081370631e+00
1.098718402833682273e+00,1.008958022750470862e+00
1.100558686201899894e+00,1.006583278686536520e+00
1.102398969570117515e+00,1.004155152184188715e+00
1.104239252938335136e+00,1.001995190087551668e+00
1.106079536306552979e+00,9.995319347022860734e-01
1.107919819674770601e+00,9.970278021913644428e-01
1.109760103042988222e+00,9.953773110372443611e-01
1.111600386411205843e+00,9.943285706683172576e-01
1.113440669779423686e+00,9.938627656027565482e-01
1.115280953147641307e+00,9.940429511545996188e-01
1.117121236515858929e+00,9.946306849520671900e-01
1.118961519884076550e+00,9.955425177696686223e-01
1.120801803252294393e+00,9.968432979335625221e-01
1.122642086620512014e+00,9.981616709310021651e-01
1.124482369988729635e+00,1.000046839943175891e+00
1.126322653356947256e+00,1.002698051939654666e+00
1.128162936725165100e+00,1.005236452742763520e+00
1.130003220093382721e+00,1.007662751590274519e+00
1.131843503461600342e+00,1.010029834679720073e+00
1.133683786829817963e+00,1.011725047866436134e+00
1.135524070198035806e+00,1.012489272753885228e+00
